ORIGIN_AIRPORT_ID,AVG_DEP_DELAY,VAR_DEP_DELAY,MAX_DEP_DELAY,MIN_DEP_DELAY,COUNT_DEP_DELAY,COUNT_DEP_DELAY_10_OR_MORE,OUTLIERS_DEP_DELAY,AVG_ARR_TIME,VAR_ARR_TIME,MAX_ARR_TIME,MIN_ARR_TIME,AVG_ARR_DELAY,VAR_ARR_DELAY,MAX_ARR_DELAY,MIN_ARR_DELAY,COUNT_ARR_DELAY,COUNT_ARR_DELAY_5_OR_MORE,OUTLIERS_ARR_DELAY,PROPORTION_COUNT_DEP_DELAY_10_OR_MORE,PROPORTION_OUTLIERS_DEP_DELAY,PROPORTION_COUNT_ARR_DELAY_5_OR_MORE,PROPORTION_OUTLIERS_ARR_DELAY
12265,28.177777777777777,11727.331313131315,703.0,-36.0,45,19,4,1228.7333333333333,492870.92727272736,2140.0,1.0,25.466666666666665,11207.481818181815,684.0,-47.0,45,20,4,0.4222222222222222,0.08888888888888889,0.4444444444444444,0.08888888888888889
12266,6.789920022062879,1542.4916835349459,1035.0,-21.0,14504,2490,2316,1595.935808945334,238087.75704440632,2400.0,1.0,1.9387402336997857,1656.6254822187252,1021.0,-46.0,14463,3599,1322,0.17167677881963597,0.15968008825151683,0.2488418723639632,0.09140565581138077
12278,7.594351732991014,4496.267114585633,1041.0,-22.0,779,114,101,1358.96529562982,208447.72981078757,2309.0,309.0,3.1876606683804627,4768.289062474149,1043.0,-40.0,778,175,71,0.14634146341463414,0.12965340179717585,0.2249357326478149,0.09125964010282776
12280,6.485074626865671,2203.003534956795,355.0,-18.0,134,19,15,1448.6268656716418,162368.9273931097,2208.0,748.0,2.425373134328358,2310.697396476265,327.0,-50.0,134,28,15,0.1417910447761194,0.11194029850746269,0.208955223880597,0.11194029850746269
12323,6.342592592592593,1994.9454923383507,547.0,-15.0,540,84,76,1329.3265306122448,187041.70730597066,2357.0,621.0,-0.03896103896103896,2217.2531260560986,532.0,-37.0,539,107,51,0.15555555555555556,0.14074074074074075,0.19851576994434136,0.09461966604823747
12335,59.666666666666664,47560.654761904756,1216.0,-18.0,57,16,10,1579.3684210526317,124861.12969924808,2134.0,1114.0,46.98245614035088,47761.410401002504,1209.0,-51.0,57,16,8,0.2807017543859649,0.17543859649122806,0.2807017543859649,0.14035087719298245
12339,8.888136511375947,2081.342400536226,1008.0,-23.0,3692,690,549,1372.2671548684568,228523.46170712324,2400.0,2.0,4.728210697800706,2457.45001056721,1006.0,-57.0,3683,1068,318,0.18689057421451788,0.14869989165763814,0.28998099375509095,0.08634265544393158
12343,-4.566037735849057,696.134978229318,158.0,-24.0,53,6,5,1531.9622641509434,108283.53701015963,1952.0,1137.0,-12.981132075471699,801.4419448476054,137.0,-48.0,53,8,4,0.11320754716981132,0.09433962264150944,0.1509433962264151,0.07547169811320754
12389,10.4,3872.712500000001,345.0,-21.0,65,10,10,1142.7230769230769,111530.70336538463,1712.0,724.0,1.9846153846153847,3880.0778846153844,341.0,-51.0,65,13,5,0.15384615384615385,0.15384615384615385,0.2,0.07692307692307693
12391,9.41541755888651,889.0330665098197,219.0,-20.0,467,100,56,1410.9229122055674,218606.06271424773,2400.0,16.0,3.201284796573876,1072.8778524230088,217.0,-41.0,467,142,41,0.21413276231263384,0.11991434689507495,0.30406852248394006,0.08779443254817987
12397,43.04347826086956,20024.63043478261,840.0,-15.0,69,19,10,1273.2173913043478,225343.9079283887,2149.0,702.0,31.869565217391305,18990.35038363171,794.0,-44.0,69,22,8,0.2753623188405797,0.14492753623188406,0.3188405797101449,0.11594202898550725
12402,-2.4581589958158996,99.20055173986647,70.0,-14.0,478,33,33,1395.3995815899582,218343.99723252942,2211.0,449.0,-2.192468619246862,132.81822408182245,72.0,-26.0,478,79,27,0.06903765690376569,0.06903765690376569,0.16527196652719664,0.056485355648535567
12441,39.20987654320987,16907.63158538075,1261.0,-28.0,405,143,58,1528.7407407407406,194592.65786578675,2345.0,3.0,33.59753086419753,17415.6321721061,1259.0,-49.0,405,166,45,0.3530864197530864,0.14320987654320988,0.40987654320987654,0.1111111111111111
12448,5.5015432098765435,1307.2210177075576,396.0,-20.0,648,117,91,1385.6496913580247,186122.39177733887,2324.0,731.0,1.626543209876543,1445.0040548018392,378.0,-41.0,648,177,47,0.18055555555555555,0.1404320987654321,0.27314814814814814,0.07253086419753087
12451,7.876608629825889,2882.252849077366,935.0,-21.0,2642,446,383,1430.450170519136,229250.32721661232,2400.0,2.0,2.449165402124431,3000.0638285251916,911.0,-52.0,2636,605,228,0.1688115064345193,0.14496593489780468,0.2295144157814871,0.08649468892261002
12478,11.822980460775737,2403.9294815690346,1387.0,-24.0,10287,2304,1443,1516.5835765713173,326044.23175126396,2400.0,1.0,2.613145815020998,2885.9525952894255,1407.0,-75.0,10239,2947,864,0.22397200349956256,0.14027413240011666,0.28782107627698017,0.08438324055083504
12511,14.833333333333334,7186.242937853106,591.0,-16.0,60,12,10,1186.8,112562.84067796607,1748.0,48.0,20.383333333333333,6826.104802259885,577.0,-28.0,60,28,4,0.2,0.16666666666666666,0.4666666666666667,0.06666666666666667
12519,64.48,42574.523243243224,883.0,-37.0,75,19,10,1248.16,517043.0551351352,2400.0,1.0,63.0945945945946,44367.867641614204,899.0,-44.0,74,24,9,0.25333333333333335,0.13333333333333333,0.32432432432432434,0.12162162162162163
12523,3.701388888888889,2236.474980642663,455.0,-42.0,288,61,32,1447.6560283687943,334479.3225436007,2359.0,7.0,6.691489361702128,2820.292382827287,574.0,-60.0,282,96,18,0.21180555555555555,0.1111111111111111,0.3404255319148936,0.06382978723404255
12544,4.027397260273973,1003.0825722983258,209.0,-23.0,73,18,4,1649.6164383561643,227582.6008371385,2353.0,7.0,2.861111111111111,1450.5719874804392,264.0,-46.0,72,23,1,0.2465753424657534,0.0547945205479452,0.3194444444444444,0.013888888888888888
12758,0.781696053736356,822.8649083814876,485.0,-27.0,1191,153,127,1402.6750629722922,401521.3035709002,2400.0,5.0,-1.2554621848739496,886.4342636634138,510.0,-54.0,1190,260,107,0.12846347607052896,0.10663308144416457,0.2184873949579832,0.08991596638655462
